Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
112000,1.3911874,18.363636363636363,-1.1139158,-1.675623657689853,-1.675623657689853,1.0
112500,1.3911874,58.333333333333336,-1.0447304,-1.6439943742007017,-1.6439943742007017,1.0
113000,1.3904192,27.736842105263158,-1.0847026,-1.485530964564532,-1.485530964564532,1.0
113500,1.3879815,46.75,-0.9746286,-1.5655287771175306,-1.5655287771175306,1.0
114000,1.3879815,49.36363636363637,-1.0982988,-1.1866592668617766,-1.1866592668617766,1.0
114500,1.3879814,33.75,-1.2870202,-1.760654242709279,-1.760654242709279,1.0
115000,1.3879815,69.1,-0.9625078,-1.5660119339823724,-1.5660119339823724,1.0
115500,1.3879815,24.307692307692307,-1.183113,-1.8238773838831828,-1.8238773838831828,1.0
116000,1.3879815,32.2,-0.8757832,-1.244769219076261,-1.244769219076261,1.0
116500,1.3879815,37.07692307692308,-1.4073452,-1.3830533312367541,-1.3830533312367541,1.0
117000,1.3879815,55.90909090909091,-1.109746,-1.391954180869189,-1.391954180869189,1.0
117500,1.3879815,26.0,-0.9668635,-1.7639686577022076,-1.7639686577022076,1.0
118000,1.3879815,26.708333333333332,-1.427876,-1.5906733157268416,-1.5906733157268416,1.0
118500,1.3879815,118.33333333333333,-0.82270455,-0.07555104171236356,-0.07555104171236356,1.0
119000,1.3879815,91.2,-0.899807,-1.1322626501321793,-1.1322626501321793,1.0
119500,1.3879815,24.6,-1.0822681,-1.57963108420372,-1.57963108420372,1.0
120000,1.3879815,48.69230769230769,-1.0163803,-1.0996098145842552,-1.0996098145842552,1.0
120500,1.3879817,61.333333333333336,-0.81081486,-1.5652268379926682,-1.5652268379926682,1.0
121000,1.3879815,59.125,-0.9436536,-1.5707697934574552,-1.5707697934574552,1.0
121500,1.3879815,28.727272727272727,-1.0121433,-1.7888321459293366,-1.7888321459293366,1.0
122000,1.3879817,55.6,-0.94405496,-0.8540215634486892,-0.8540215634486892,1.0
122500,1.3879815,37.9,-1.0186282,-0.9477028295397758,-0.9477028295397758,1.0
123000,1.3879815,83.25,-0.77411044,-1.1777099817991257,-1.1777099817991257,1.0
123500,1.3857723,36.4,-1.043672,-1.4712699367241426,-1.4712699367241426,1.0
124000,1.383438,29.0,-0.726167,-1.7703001588582992,-1.7703001588582992,1.0
124500,1.383438,167.33333333333334,-0.6148937,0.15138681046664715,0.15138681046664715,1.0
125000,1.383438,57.18181818181818,-0.87115747,-1.2320187471129678,-1.2320187471129678,1.0
125500,1.383438,40.294117647058826,-1.2383946,-1.4995752353878582,-1.4995752353878582,1.0
126000,1.383438,12.0,-0.86372375,-1.7722954260451453,-1.7722954260451453,1.0
126500,1.383438,91.83333333333333,-0.7500116,-0.9222281153003374,-0.9222281153003374,1.0
127000,1.383438,125.0,-0.85541546,-0.3203872955507702,-0.3203872955507702,1.0
127500,1.383438,36.23076923076923,-1.104026,-1.3230829766163459,-1.3230829766163459,1.0
128000,1.383438,14.0,-0.7240503,-1.9128689368565877,-1.9128689368565877,1.0
128500,1.383438,145.5,-0.8365514,-0.8036617077887058,-0.8036617077887058,1.0
129000,1.383438,65.42857142857143,-0.6881355,-1.1267657705715723,-1.1267657705715723,1.0
129500,1.383438,26.5,-1.0469327,-1.6462749727070332,-1.6462749727070332,1.0
130000,1.383438,66.0,-0.74325645,-1.2950070947408676,-1.2950070947408676,1.0
130500,1.383438,29.3,-1.1858712,-1.6065163943502638,-1.6065163943502638,1.0
131000,1.383438,156.6,-0.91871685,-0.2800576438506444,-0.2800576438506444,1.0
131500,1.383438,43.84615384615385,-1.0857706,-1.6746357037470891,-1.6746357037470891,1.0
